Date,Sales
2017-04-06,43173.64
2017-04-07,16888.56
2017-04-08,11688.88
2017-04-09,11017.89
2017-04-10,14921.98
2017-04-11,11654.87
2017-04-12,9932.82
2017-04-13,12476.96
2017-04-14,11502.1
2017-04-15,9979.54
2017-04-16,7187.76
2017-04-17,11472.04
2017-04-18,26631.78
2017-04-19,17429.04
2017-04-20,20299.58
2017-04-21,12732.67
2017-04-22,18109.16
2017-04-23,12579.33
2017-04-24,30177.64
2017-04-25,20349.01
2017-04-26,22207.64
2017-04-27,16205.460000000001
2017-04-28,21199.05
2017-04-29,18021.92
2017-04-30,10078.83
2017-05-01,16929.51
2017-05-02,23415.16
2017-05-03,13619.04
2017-05-04,20071.98
2017-05-05,19149.48
2017-05-06,22754.64
2017-05-07,22098.44
2017-05-08,26054.84
2017-05-09,38705.12
2017-05-10,32746.87
2017-05-11,25940.22
2017-05-12,17798.54
2017-05-13,12422.55
2017-05-14,20277.89
2017-05-15,28766.53
2017-05-16,30796.399999999998
2017-05-17,24187.38
2017-05-18,27611.75
2017-05-19,31026.8
2017-05-20,14080.06
2017-05-21,22854.56
2017-05-22,32192.68
2017-05-23,24903.84
2017-05-24,30970.37
2017-05-25,23528.36
2017-05-26,15591.2
2017-05-27,22252.77
2017-05-28,12767.72
2017-05-29,25154.5
2017-05-30,24539.48
2017-05-31,27808.41
2017-06-01,23534.75
2017-06-02,22868.170000000002
2017-06-03,18662.010000000002
2017-06-04,16784.15
2017-06-05,31032.9
2017-06-06,21646.06
2017-06-07,17888.08
2017-06-08,30372.62
2017-06-09,21910.76
2017-06-10,10901.94
2017-06-11,22343.97
2017-06-12,28915.15
2017-06-13,19087.56
2017-06-14,28639.8
2017-06-15,17852.28
2017-06-16,15988.32
2017-06-17,15122.34
2017-06-18,21333.01
2017-06-19,30634.16
2017-06-20,23604.170000000002
2017-06-21,7834.780000000001
2017-06-22,11885.72
2017-06-23,17154.84
2017-06-24,11774.18
2017-06-25,23464.14
2017-06-26,18494.31
2017-06-27,22851.16
2017-06-28,22127.44
2017-06-29,16845.67
2017-06-30,17336.94
2017-07-01,18279.06
2017-07-02,16329.6
2017-07-03,23094.45
2017-07-04,19637.22
2017-07-05,29062.57
2017-07-06,31307.58
2017-07-07,20749.77
2017-07-08,13070.38
2017-07-09,12165.21
2017-07-10,27097.91
2017-07-11,31095.739999999998
2017-07-12,26366.79
2017-07-13,22767.46
2017-07-14,25496.71
2017-07-15,16145.24
2017-07-16,23991.24
2017-07-17,33885.3
2017-07-18,41398.81
2017-07-19,29997.27
2017-07-20,29723.18
2017-07-21,25917.62
2017-07-22,17581.760000000002
2017-07-23,14668.44
2017-07-24,27859.27
2017-07-25,26897.56
2017-07-26,18415.97
2017-07-27,23614.3
2017-07-28,32020.53
2017-07-29,22804.21
2017-07-30,18904.85
2017-07-31,24253.53
2017-08-01,34556.03
2017-08-02,27149.37
2017-08-03,25783.489999999998
2017-08-04,26447.58
2017-08-05,16053.04
2017-08-06,20820.63
2017-08-07,32995.63
2017-08-08,25051.65
2017-08-09,33524.93
2017-08-10,28721.57
2017-08-11,29254.78
2017-08-12,21137.81
2017-08-13,21131.59
2017-08-14,26457.45
2017-08-15,33446.33
2017-08-16,37468.88
2017-08-17,25618.11
2017-08-18,23498.58
2017-08-19,19646.26
2017-08-20,17610.45
2017-08-21,35257.94
2017-08-22,24226.56
2017-08-23,74810.36
2017-08-24,19152.29
2017-08-25,20047.9
2017-08-26,13289.59
2017-08-27,20853.63
2017-08-28,30069.39
2017-08-29,41402.88
2017-08-30,39569.31
2017-08-31,31075.36
2017-09-01,38503.35
2017-09-02,24897.9
2017-09-03,43352.75
2017-09-04,32001.510000000002
2017-09-05,32456.76
2017-09-06,34408.37
2017-09-07,24289.44
2017-09-08,20896.670000000002
2017-09-09,22042.44
2017-09-10,24649.7
2017-09-11,30513.03
2017-09-12,61390.79
2017-09-13,37638.62
2017-09-14,34522.06
2017-09-15,24649.97
2017-09-16,26118.93
2017-09-17,25066.46
2017-09-18,45569.9
2017-09-19,31974.08
2017-09-20,30561.3
2017-09-21,27869.16
2017-09-22,24727.13
2017-09-23,15504.01
2017-09-24,20435.72
2017-09-25,26283.23
2017-09-26,28586.52
2017-09-27,36322.99
2017-09-28,40237.03
2017-09-29,140554.21
2017-09-30,17071.46
2017-10-01,26174.29
2017-10-02,48222.049999999996
2017-10-03,33821.81
2017-10-04,28315.64
2017-10-05,55843.41
2017-10-06,28746.37
2017-10-07,22966.1
2017-10-08,23251.84
2017-10-09,45187.64
2017-10-10,37072.38
2017-10-11,30629.77
2017-10-12,29977.6
2017-10-13,32908.46
2017-10-14,18589.98
2017-10-15,25241.06
2017-10-16,40979.7
2017-10-17,61036.130000000005
2017-10-18,43875.54
2017-10-19,31021.68
2017-10-20,24317.09
2017-10-21,22402.32
2017-10-22,28329.33
2017-10-23,35482.99
2017-10-24,35287.73
2017-10-25,28120.08
2017-10-26,37350.63
2017-10-27,33777.26
2017-10-28,23458.31
2017-10-29,28148.24
2017-10-30,32014.59
2017-10-31,38955.51
2017-11-01,32216.43
2017-11-02,30573.36
2017-11-03,39124.44
2017-11-04,40193.57
2017-11-05,26208.13
2017-11-06,41271.04
2017-11-07,30855.39
2017-11-08,32250.48
2017-11-09,38360.99
2017-11-10,32672.7
2017-11-11,32882.35
2017-11-12,31203.11
2017-11-13,37142.71
2017-11-14,38103.06
2017-11-15,33884.21
2017-11-16,42403.51
2017-11-17,50698.91
2017-11-18,35836.25
2017-11-19,27204.47
2017-11-20,62856.75
2017-11-21,54289.05
2017-11-22,43770.82
2017-11-23,81002.64
2017-11-24,256809.37
2017-11-25,94261.4
2017-11-26,69614.04
2017-11-27,79703.88
2017-11-28,81912.95999999999
2017-11-29,58549.45
2017-11-30,43588.71
2017-12-01,57422.41
2017-12-02,39402.18
2017-12-03,43529.42
2017-12-04,65152.97
2017-12-05,55006.24
2017-12-06,58216.64
2017-12-07,43406.53
2017-12-08,40613.39
2017-12-09,25482.73
2017-12-10,33090.96
2017-12-11,44495.43
2017-12-12,49303.69
2017-12-13,56952.28
2017-12-14,34079.53
2017-12-15,38454.78
2017-12-16,26167.17
2017-12-17,25305.02
2017-12-18,40586.12
2017-12-19,29192.260000000002
2017-12-20,39247.52
2017-12-21,23410.93
2017-12-22,22473.2
2017-12-23,18280.45
2017-12-24,7373.41
2017-12-25,14827.61
2017-12-26,27678.52
2017-12-27,25300.31
2017-12-28,19610.17
2017-12-29,25007.19
2017-12-30,17599.93
2017-12-31,10913.35
2018-01-01,9896.45
2018-01-02,36031.32
2018-01-03,43342.24
2018-01-04,45546.17
2018-01-05,41182.13
2018-01-06,47856.14
2018-01-07,41369.81
2018-01-08,58462.93
2018-01-09,43265.03
2018-01-10,65117.77
2018-01-11,75685.54
2018-01-12,50943.56
2018-01-13,36906.23
2018-01-14,41267.61
2018-01-15,57689.82
2018-01-16,69627.21
2018-01-17,45591.7
2018-01-18,40277.1
2018-01-19,41291.1
2018-01-20,32575.02
2018-01-21,33133.79
2018-01-22,54960.06
2018-01-23,51353.99
2018-01-24,44246.97
2018-01-25,42260.63
2018-01-26,47930.27
2018-01-27,34011.03
2018-01-28,31787.94
2018-01-29,48252.73
2018-01-30,59273.85
2018-01-31,44212.4
2018-02-01,61649.19
2018-02-02,45896.22
2018-02-03,31100.69
2018-02-04,33213.44
2018-02-05,53470.46
2018-02-06,52944.49
2018-02-07,44658.61
2018-02-08,39001.73
2018-02-09,40206.73
2018-02-10,30356.21
2018-02-11,34356.41
2018-02-12,38889.35
2018-02-13,37418.14
2018-02-14,58486.38
2018-02-15,46299.12
2018-02-16,43347.48
2018-02-17,35030.16
2018-02-18,36592.13
2018-02-19,44115.78
2018-02-20,47423.99
2018-02-21,53850.06
2018-02-22,95988.53
2018-02-23,37180.57
2018-02-24,31697.95
2018-02-25,44831.11
2018-02-26,59524.3
2018-02-27,70332.53
2018-02-28,63398.95
2018-03-01,65000.66
2018-03-02,46533.7
2018-03-03,35451.99
2018-03-04,40384.52
2018-03-05,70295.56999999999
2018-03-06,54772.409999999996
2018-03-07,53908.21
2018-03-08,48552.27
2018-03-09,41707.53
2018-03-10,43490.13
2018-03-11,41904.55
2018-03-12,41641.79
2018-03-13,52535.02
2018-03-14,38547.11
2018-03-15,61484.96
2018-03-16,52469.95
2018-03-17,31782.55
2018-03-18,40415.31
2018-03-19,77564.69
2018-03-20,54551.9
2018-03-21,51926.15
2018-03-22,45534.25
2018-03-23,46802.97
2018-03-24,33897.86
2018-03-25,40315.16
2018-03-26,54884.19
2018-03-27,58102.46
2018-03-28,40588.01
2018-03-29,39005.66
2018-03-30,33928.18
2018-03-31,42065.79
2018-04-01,42001.63
2018-04-02,69783.57
2018-04-03,50258.06
2018-04-04,53599.5
2018-04-05,51926.12
2018-04-06,41453.73
2018-04-07,34540.2
2018-04-08,33956.05
2018-04-09,67336.67
2018-04-10,39200.74
2018-04-11,55581.31
2018-04-12,51450.04
2018-04-13,48453.62
2018-04-14,32613.75
2018-04-15,47998.52
2018-04-16,59102.7
2018-04-17,64927.83
2018-04-18,57858.79
2018-04-19,88514.61
2018-04-20,42083.84
2018-04-21,25376.7
2018-04-22,39765.64
2018-04-23,52689.11
2018-04-24,65026.71
2018-04-25,56619.88
2018-04-26,47517.27
2018-04-27,64741.87
2018-04-28,33471.979999999996
2018-04-29,26809.75
2018-04-30,53183.75
2018-05-01,44246.8
2018-05-02,59007.81
2018-05-03,66614.39
2018-05-04,55948.64
2018-05-05,40709.37
2018-05-06,38185.38
2018-05-07,80728.02
2018-05-08,67683.51
2018-05-09,69226.49
2018-05-10,82434.08
2018-05-11,60142.04
2018-05-12,44886.97
2018-05-13,46506.84
2018-05-14,75197.04
2018-05-15,79939.48
2018-05-16,80293.72
2018-05-17,43719.75
2018-05-18,46958.84
2018-05-19,35013.66
2018-05-20,29614.91
2018-05-21,42650.21
2018-05-22,55491.59
2018-05-23,25213.08
2018-05-24,27746.54
2018-05-25,31893.44
2018-05-26,22477.56
2018-05-27,16482.08
2018-05-28,40648.26
2018-05-29,36424.9
2018-05-30,30821.010000000002
2018-05-31,34206.59
2018-06-01,65404.79
2018-06-02,32048.3
2018-06-03,39234.85
2018-06-04,40467.77
2018-06-05,55183.54
2018-06-06,44999.21
2018-06-07,52537.72
2018-06-08,42031.68
2018-06-09,40891.5
2018-06-10,36157.42
2018-06-11,76270.14
2018-06-12,57250.2
2018-06-13,53609.94
2018-06-14,38063.21
2018-06-15,37314.78
2018-06-16,32244.55
2018-06-17,25318.22
2018-06-18,51176.81
2018-06-19,50831.47
2018-06-20,45892.07
2018-06-21,39979.85
2018-06-22,35509.02
2018-06-23,25543.8
2018-06-24,33656.35
2018-06-25,53833.76
2018-06-26,52740.68
2018-06-27,39617.93
2018-06-28,49568.37
2018-06-29,30030.41
2018-06-30,21277.47
2018-07-01,39158.69
2018-07-02,48104.96
2018-07-03,41207.09
2018-07-04,50103.64
2018-07-05,49744.71
2018-07-06,24405.399999999998
2018-07-07,14291.8
2018-07-08,22526.93
2018-07-09,25022.49
2018-07-10,26745.47
2018-07-11,27844.81
2018-07-12,41910.57
2018-07-13,39422.29
2018-07-14,28780.170000000002
2018-07-15,59075.52
2018-07-16,42826.11
2018-07-17,41688.17
2018-07-18,63997.87
2018-07-19,55468.22
2018-07-20,46992.88
2018-07-21,29128.88
2018-07-22,48132.91
2018-07-23,60286.71
2018-07-24,53799.27
2018-07-25,69513.13
2018-07-26,55103.47
2018-07-27,40824.04
2018-07-28,44997.65
2018-07-29,40472.22
2018-07-30,52778.05
2018-07-31,75067.36
2018-08-01,59116.83
2018-08-02,54797.26
2018-08-03,58045.93
2018-08-04,48190.46
2018-08-05,51253.92
2018-08-06,89915.05
2018-08-07,92721.85
2018-08-08,71733.77
2018-08-09,56319.39
2018-08-10,44868.43
2018-08-11,37553.18
2018-08-12,52302.26
2018-08-13,55565.83
2018-08-14,58834.48
2018-08-15,60042.090000000004
2018-08-16,50492.31
2018-08-17,48773.76
2018-08-18,31372.66
2018-08-19,34945.68
2018-08-20,48805.71
2018-08-21,34734.67
2018-08-22,29591.82
2018-08-23,22532.82
2018-08-24,14464.49
2018-08-25,12768.89
2018-08-26,10496.35
2018-08-27,6839.13
2018-08-28,6108.19
2018-08-29,4881.79
2018-08-30,705.04
2018-08-31,63.89
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,458.64
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,2443.2000000000003
2018-09-07,0.0
2018-09-08,0.0
2018-09-09,0.0
2018-09-10,51.17
2018-09-11,258.67
2018-09-12,84.58
2018-09-13,414.04
2018-09-14,0.0
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,84.58
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,191.46
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,0.0
2018-09-24,0.0
2018-09-25,221.54
2018-09-26,94.63
2018-09-27,0.0
2018-09-28,0.0
2018-09-29,137.03
2018-09-30,0.0
2018-10-01,80.38
2018-10-02,0.0
2018-10-03,197.55
2018-10-04,0.0
2018-10-05,0.0
2018-10-06,0.0
2018-10-07,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,0.0
2018-10-13,0.0
2018-10-14,0.0
2018-10-15,0.0
2018-10-16,222.03
2018-10-17,89.71
